遥控表
所属厂站,所属通道,所属RTU,编号,名称,描述,on操作地址,备on操作地址,所属间隔,所属设备,点类型,对应点类型,对应点,off操作地址,备off操作地址,每天最多允许次数,操作间隔限制,属性,闭锁属性,on允许计算点,off允许计算点,对应连锁点编号
1,1,6,142,1#馈线保护1_YK00142,MLPR_810Hb_CH_IEC104_V1.02.01_遥控同期合闸投退,E29H,E29H,0,0,0,0,0,E29H,E29H,0,0,0,0,0,0,0
1,1,6,143,1#馈线保护1_YK00143,MLPR_810Hb_CH_IEC104_V1.02.01_逆功率投退,E2AH,E2AH,0,0,0,0,0,E2AH,E2AH,0,0,0,0,0,0,0
1,1,7,144,1#馈线保护2_YK00144,MLPR_810Hb_CH_IEC104_V1.02.01_遥控,C01H,C01H,0,0,0,0,0,C01H,C01H,0,0,0,0,0,0,0
1,1,7,145,1#馈线保护2_YK00145,MLPR_810Hb_CH_IEC104_V1.02.01_复归,1000H,1000H,0,0,3,0,0,1000H,1000H,0,0,0,0,0,0,0
1,1,7,146,1#馈线保护2_YK00146,MLPR_810Hb_CH_IEC104_V1.02.01_速断保护投退,E01H,E01H,0,0,0,0,0,E01H,E01H,0,0,0,0,0,0,0
1,1,7,147,1#馈线保护2_YK00147,MLPR_810Hb_CH_IEC104_V1.02.01_限时速断保护投退,E02H,E02H,0,0,0,0,0,E02H,E02H,0,0,0,0,0,0,0
1,1,7,148,1#馈线保护2_YK00148,MLPR_810Hb_CH_IEC104_V1.02.01_过电流保护投退,E03H,E03H,0,0,0,0,0,E03H,E03H,0,0,0,0,0,0,0
1,1,7,149,1#馈线保护2_YK00149,MLPR_810Hb_CH_IEC104_V1.02.01_速断方向投退,E04H,E04H,0,0,0,0,0,E04H,E04H,0,0,0,0,0,0,0
1,1,7,150,1#馈线保护2_YK00150,MLPR_810Hb_CH_IEC104_V1.02.01_限时速断方向投退,E05H,E05H,0,0,0,0,0,E05H,E05H,0,0,0,0,0,0,0
1,1,7,151,1#馈线保护2_YK00151,MLPR_810Hb_CH_IEC104_V1.02.01_过电流方向投退,E06H,E06H,0,0,0,0,0,E06H,E06H,0,0,0,0,0,0,0
1,1,7,152,1#馈线保护2_YK00152,MLPR_810Hb_CH_IEC104_V1.02.01_过电流反方向投退,E07H,E07H,0,0,0,0,0,E07H,E07H,0,0,0,0,0,0,0
1,1,7,153,1#馈线保护2_YK00153,MLPR_810Hb_CH_IEC104_V1.02.01_速断复压闭锁投退,E08H,E08H,0,0,0,0,0,E08H,E08H,0,0,0,0,0,0,0
1,1,7,154,1#馈线保护2_YK00154,MLPR_810Hb_CH_IEC104_V1.02.01_限时速断复压闭锁投退,E09H,E09H,0,0,0,0,0,E09H,E09H,0,0,0,0,0,0,0
1,1,7,155,1#馈线保护2_YK00155,MLPR_810Hb_CH_IEC104_V1.02.01_过电流复压闭锁投退,E0AH,E0AH,0,0,0,0,0,E0AH,E0AH,0,0,0,0,0,0,0
1,1,7,156,1#馈线保护2_YK00156,MLPR_810Hb_CH_IEC104_V1.02.01_反时限过流投退,E0BH,E0BH,0,0,0,0,0,E0BH,E0BH,0,0,0,0,0,0,0
1,1,7,157,1#馈线保护2_YK00157,MLPR_810Hb_CH_IEC104_V1.02.01_零序过流I段投退,E0CH,E0CH,0,0,0,0,0,E0CH,E0CH,0,0,0,0,0,0,0
1,1,7,158,1#馈线保护2_YK00158,MLPR_810Hb_CH_IEC104_V1.02.01_零序过流II段投退,E0DH,E0DH,0,0,0,0,0,E0DH,E0DH,0,0,0,0,0,0,0
1,1,7,159,1#馈线保护2_YK00159,MLPR_810Hb_CH_IEC104_V1.02.01_零序过流III段告警投退,E0EH,E0EH,0,0,0,0,0,E0EH,E0EH,0,0,0,0,0,0,0
1,1,7,160,1#馈线保护2_YK00160,MLPR_810Hb_CH_IEC104_V1.02.01_零序过流III段保护投退,E0FH,E0FH,0,0,0,0,0,E0FH,E0FH,0,0,0,0,0,0,0
1,1,7,161,1#馈线保护2_YK00161,MLPR_810Hb_CH_IEC104_V1.02.01_零序过流I段方向投退,E10H,E10H,0,0,0,0,0,E10H,E10H,0,0,0,0,0,0,0
1,1,7,162,1#馈线保护2_YK00162,MLPR_810Hb_CH_IEC104_V1.02.01_零序过流II段方向投退,E11H,E11H,0,0,0,0,0,E11H,E11H,0,0,0,0,0,0,0
1,1,7,163,1#馈线保护2_YK00163,MLPR_810Hb_CH_IEC104_V1.02.01_零序过流III段方向投退,E12H,E12H,0,0,0,0,0,E12H,E12H,0,0,0,0,0,0,0
1,1,7,164,1#馈线保护2_YK00164,MLPR_810Hb_CH_IEC104_V1.02.01_零序电压闭锁零序过流I段投退,E13H,E13H,0,0,0,0,0,E13H,E13H,0,0,0,0,0,0,0
1,1,7,165,1#馈线保护2_YK00165,MLPR_810Hb_CH_IEC104_V1.02.01_零序电压闭锁零序过流II段投退,E14H,E14H,0,0,0,0,0,E14H,E14H,0,0,0,0,0,0,0
1,1,7,166,1#馈线保护2_YK00166,MLPR_810Hb_CH_IEC104_V1.02.01_零序电压闭锁零序过流III段投退,E15H,E15H,0,0,0,0,0,E15H,E15H,0,0,0,0,0,0,0
1,1,7,167,1#馈线保护2_YK00167,MLPR_810Hb_CH_IEC104_V1.02.01_零序过压告警投退,E16H,E16H,0,0,0,0,0,E16H,E16H,0,0,0,0,0,0,0
1,1,7,168,1#馈线保护2_YK00168,MLPR_810Hb_CH_IEC104_V1.02.01_零序过压跳闸投退,E17H,E17H,0,0,0,0,0,E17H,E17H,0,0,0,0,0,0,0
1,1,7,169,1#馈线保护2_YK00169,MLPR_810Hb_CH_IEC104_V1.02.01_过负荷告警投退,E18H,E18H,0,0,0,0,0,E18H,E18H,0,0,0,0,0,0,0
1,1,7,170,1#馈线保护2_YK00170,MLPR_810Hb_CH_IEC104_V1.02.01_过负荷跳闸投退,E19H,E19H,0,0,0,0,0,E19H,E19H,0,0,0,0,0,0,0
1,1,7,171,1#馈线保护2_YK00171,MLPR_810Hb_CH_IEC104_V1.02.01_低电压投退,E1AH,E1AH,0,0,0,0,0,E1AH,E1AH,0,0,0,0,0,0,0
1,1,7,172,1#馈线保护2_YK00172,MLPR_810Hb_CH_IEC104_V1.02.01_低频投退,E1BH,E1BH,0,0,0,0,0,E1BH,E1BH,0,0,0,0,0,0,0
1,1,7,173,1#馈线保护2_YK00173,MLPR_810Hb_CH_IEC104_V1.02.01_滑差闭锁投退,E1CH,E1CH,0,0,0,0,0,E1CH,E1CH,0,0,0,0,0,0,0
1,1,7,174,1#馈线保护2_YK00174,MLPR_810Hb_CH_IEC104_V1.02.01_保护启动重合闸投退,E1DH,E1DH,0,0,0,0,0,E1DH,E1DH,0,0,0,0,0,0,0
1,1,7,175,1#馈线保护2_YK00175,MLPR_810Hb_CH_IEC104_V1.02.01_不对应启动重合闸投退,E1EH,E1EH,0,0,0,0,0,E1EH,E1EH,0,0,0,0,0,0,0
1,1,7,176,1#馈线保护2_YK00176,MLPR_810Hb_CH_IEC104_V1.02.01_重合闸检同期投退,E1FH,E1FH,0,0,0,0,0,E1FH,E1FH,0,0,0,0,0,0,0
1,1,7,177,1#馈线保护2_YK00177,MLPR_810Hb_CH_IEC104_V1.02.01_重合闸检无压投退,E20H,E20H,0,0,0,0,0,E20H,E20H,0,0,0,0,0,0,0
1,1,7,178,1#馈线保护2_YK00178,MLPR_810Hb_CH_IEC104_V1.02.01_过流后加速投退,E21H,E21H,0,0,0,0,0,E21H,E21H,0,0,0,0,0,0,0
1,1,7,179,1#馈线保护2_YK00179,MLPR_810Hb_CH_IEC104_V1.02.01_零序过流后加速投退,E22H,E22H,0,0,0,0,0,E22H,E22H,0,0,0,0,0,0,0
1,1,7,180,1#馈线保护2_YK00180,MLPR_810Hb_CH_IEC104_V1.02.01_PT断线告警投退,E23H,E23H,0,0,0,0,0,E23H,E23H,0,0,0,0,0,0,0
1,1,7,181,1#馈线保护2_YK00181,MLPR_810Hb_CH_IEC104_V1.02.01_PT断线闭锁投退,E24H,E24H,0,0,0,0,0,E24H,E24H,0,0,0,0,0,0,0
1,1,7,182,1#馈线保护2_YK00182,MLPR_810Hb_CH_IEC104_V1.02.01_非电量1投退,E25H,E25H,0,0,0,0,0,E25H,E25H,0,0,0,0,0,0,0
1,1,7,183,1#馈线保护2_YK00183,MLPR_810Hb_CH_IEC104_V1.02.01_非电量2投退,E26H,E26H,0,0,0,0,0,E26H,E26H,0,0,0,0,0,0,0
1,1,7,184,1#馈线保护2_YK00184,MLPR_810Hb_CH_IEC104_V1.02.01_母充保护投退,E27H,E27H,0,0,0,0,0,E27H,E27H,0,0,0,0,0,0,0
1,1,7,185,1#馈线保护2_YK00185,MLPR_810Hb_CH_IEC104_V1.02.01_手动同期合闸投退,E28H,E28H,0,0,0,0,0,E28H,E28H,0,0,0,0,0,0,0
1,1,7,186,1#馈线保护2_YK00186,MLPR_810Hb_CH_IEC104_V1.02.01_遥控同期合闸投退,E29H,E29H,0,0,0,0,0,E29H,E29H,0,0,0,0,0,0,0
1,1,7,187,1#馈线保护2_YK00187,MLPR_810Hb_CH_IEC104_V1.02.01_逆功率投退,E2AH,E2AH,0,0,0,0,0,E2AH,E2AH,0,0,0,0,0,0,0
1,1,8,188,1#馈线保护3_YK00188,MLPR_810Hb_CH_IEC104_V1.02.01_遥控,C01H,C01H,0,0,0,0,0,C01H,C01H,0,0,0,0,0,0,0
1,1,8,189,1#馈线保护3_YK00189,MLPR_810Hb_CH_IEC104_V1.02.01_复归,1000H,1000H,0,0,3,0,0,1000H,1000H,0,0,0,0,0,0,0
1,1,8,190,1#馈线保护3_YK00190,MLPR_810Hb_CH_IEC104_V1.02.01_速断保护投退,E01H,E01H,0,0,0,0,0,E01H,E01H,0,0,0,0,0,0,0
1,1,8,191,1#馈线保护3_YK00191,MLPR_810Hb_CH_IEC104_V1.02.01_限时速断保护投退,E02H,E02H,0,0,0,0,0,E02H,E02H,0,0,0,0,0,0,0
1,1,8,192,1#馈线保护3_YK00192,MLPR_810Hb_CH_IEC104_V1.02.01_过电流保护投退,E03H,E03H,0,0,0,0,0,E03H,E03H,0,0,0,0,0,0,0
1,1,8,193,1#馈线保护3_YK00193,MLPR_810Hb_CH_IEC104_V1.02.01_速断方向投退,E04H,E04H,0,0,0,0,0,E04H,E04H,0,0,0,0,0,0,0
1,1,8,194,1#馈线保护3_YK00194,MLPR_810Hb_CH_IEC104_V1.02.01_限时速断方向投退,E05H,E05H,0,0,0,0,0,E05H,E05H,0,0,0,0,0,0,0
1,1,8,195,1#馈线保护3_YK00195,MLPR_810Hb_CH_IEC104_V1.02.01_过电流方向投退,E06H,E06H,0,0,0,0,0,E06H,E06H,0,0,0,0,0,0,0
1,1,8,196,1#馈线保护3_YK00196,MLPR_810Hb_CH_IEC104_V1.02.01_过电流反方向投退,E07H,E07H,0,0,0,0,0,E07H,E07H,0,0,0,0,0,0,0
1,1,8,197,1#馈线保护3_YK00197,MLPR_810Hb_CH_IEC104_V1.02.01_速断复压闭锁投退,E08H,E08H,0,0,0,0,0,E08H,E08H,0,0,0,0,0,0,0
1,1,8,198,1#馈线保护3_YK00198,MLPR_810Hb_CH_IEC104_V1.02.01_限时速断复压闭锁投退,E09H,E09H,0,0,0,0,0,E09H,E09H,0,0,0,0,0,0,0
1,1,8,199,1#馈线保护3_YK00199,MLPR_810Hb_CH_IEC104_V1.02.01_过电流复压闭锁投退,E0AH,E0AH,0,0,0,0,0,E0AH,E0AH,0,0,0,0,0,0,0
1,1,8,200,1#馈线保护3_YK00200,MLPR_810Hb_CH_IEC104_V1.02.01_反时限过流投退,E0BH,E0BH,0,0,0,0,0,E0BH,E0BH,0,0,0,0,0,0,0
1,1,8,201,1#馈线保护3_YK00201,MLPR_810Hb_CH_IEC104_V1.02.01_零序过流I段投退,E0CH,E0CH,0,0,0,0,0,E0CH,E0CH,0,0,0,0,0,0,0
1,1,8,202,1#馈线保护3_YK00202,MLPR_810Hb_CH_IEC104_V1.02.01_零序过流II段投退,E0DH,E0DH,0,0,0,0,0,E0DH,E0DH,0,0,0,0,0,0,0
1,1,8,203,1#馈线保护3_YK00203,MLPR_810Hb_CH_IEC104_V1.02.01_零序过流III段告警投退,E0EH,E0EH,0,0,0,0,0,E0EH,E0EH,0,0,0,0,0,0,0
1,1,8,204,1#馈线保护3_YK00204,MLPR_810Hb_CH_IEC104_V1.02.01_零序过流III段保护投退,E0FH,E0FH,0,0,0,0,0,E0FH,E0FH,0,0,0,0,0,0,0
1,1,8,205,1#馈线保护3_YK00205,MLPR_810Hb_CH_IEC104_V1.02.01_零序过流I段方向投退,E10H,E10H,0,0,0,0,0,E10H,E10H,0,0,0,0,0,0,0
1,1,8,206,1#馈线保护3_YK00206,MLPR_810Hb_CH_IEC104_V1.02.01_零序过流II段方向投退,E11H,E11H,0,0,0,0,0,E11H,E11H,0,0,0,0,0,0,0
1,1,8,207,1#馈线保护3_YK00207,MLPR_810Hb_CH_IEC104_V1.02.01_零序过流III段方向投退,E12H,E12H,0,0,0,0,0,E12H,E12H,0,0,0,0,0,0,0
1,1,8,208,1#馈线保护3_YK00208,MLPR_810Hb_CH_IEC104_V1.02.01_零序电压闭锁零序过流I段投退,E13H,E13H,0,0,0,0,0,E13H,E13H,0,0,0,0,0,0,0
1,1,8,209,1#馈线保护3_YK00209,MLPR_810Hb_CH_IEC104_V1.02.01_零序电压闭锁零序过流II段投退,E14H,E14H,0,0,0,0,0,E14H,E14H,0,0,0,0,0,0,0
1,1,8,210,1#馈线保护3_YK00210,MLPR_810Hb_CH_IEC104_V1.02.01_零序电压闭锁零序过流III段投退,E15H,E15H,0,0,0,0,0,E15H,E15H,0,0,0,0,0,0,0
1,1,8,211,1#馈线保护3_YK00211,MLPR_810Hb_CH_IEC104_V1.02.01_零序过压告警投退,E16H,E16H,0,0,0,0,0,E16H,E16H,0,0,0,0,0,0,0
1,1,8,212,1#馈线保护3_YK00212,MLPR_810Hb_CH_IEC104_V1.02.01_零序过压跳闸投退,E17H,E17H,0,0,0,0,0,E17H,E17H,0,0,0,0,0,0,0
1,1,8,213,1#馈线保护3_YK00213,MLPR_810Hb_CH_IEC104_V1.02.01_过负荷告警投退,E18H,E18H,0,0,0,0,0,E18H,E18H,0,0,0,0,0,0,0
1,1,8,214,1#馈线保护3_YK00214,MLPR_810Hb_CH_IEC104_V1.02.01_过负荷跳闸投退,E19H,E19H,0,0,0,0,0,E19H,E19H,0,0,0,0,0,0,0
1,1,8,215,1#馈线保护3_YK00215,MLPR_810Hb_CH_IEC104_V1.02.01_低电压投退,E1AH,E1AH,0,0,0,0,0,E1AH,E1AH,0,0,0,0,0,0,0
1,1,8,216,1#馈线保护3_YK00216,MLPR_810Hb_CH_IEC104_V1.02.01_低频投退,E1BH,E1BH,0,0,0,0,0,E1BH,E1BH,0,0,0,0,0,0,0
1,1,8,217,1#馈线保护3_YK00217,MLPR_810Hb_CH_IEC104_V1.02.01_滑差闭锁投退,E1CH,E1CH,0,0,0,0,0,E1CH,E1CH,0,0,0,0,0,0,0
1,1,8,218,1#馈线保护3_YK00218,MLPR_810Hb_CH_IEC104_V1.02.01_保护启动重合闸投退,E1DH,E1DH,0,0,0,0,0,E1DH,E1DH,0,0,0,0,0,0,0
1,1,8,219,1#馈线保护3_YK00219,MLPR_810Hb_CH_IEC104_V1.02.01_不对应启动重合闸投退,E1EH,E1EH,0,0,0,0,0,E1EH,E1EH,0,0,0,0,0,0,0
1,1,8,220,1#馈线保护3_YK00220,MLPR_810Hb_CH_IEC104_V1.02.01_重合闸检同期投退,E1FH,E1FH,0,0,0,0,0,E1FH,E1FH,0,0,0,0,0,0,0
1,1,8,221,1#馈线保护3_YK00221,MLPR_810Hb_CH_IEC104_V1.02.01_重合闸检无压投退,E20H,E20H,0,0,0,0,0,E20H,E20H,0,0,0,0,0,0,0
1,1,8,222,1#馈线保护3_YK00222,MLPR_810Hb_CH_IEC104_V1.02.01_过流后加速投退,E21H,E21H,0,0,0,0,0,E21H,E21H,0,0,0,0,0,0,0
1,1,8,223,1#馈线保护3_YK00223,MLPR_810Hb_CH_IEC104_V1.02.01_零序过流后加速投退,E22H,E22H,0,0,0,0,0,E22H,E22H,0,0,0,0,0,0,0
1,1,8,224,1#馈线保护3_YK00224,MLPR_810Hb_CH_IEC104_V1.02.01_PT断线告警投退,E23H,E23H,0,0,0,0,0,E23H,E23H,0,0,0,0,0,0,0
1,1,8,225,1#馈线保护3_YK00225,MLPR_810Hb_CH_IEC104_V1.02.01_PT断线闭锁投退,E24H,E24H,0,0,0,0,0,E24H,E24H,0,0,0,0,0,0,0
1,1,8,226,1#馈线保护3_YK00226,MLPR_810Hb_CH_IEC104_V1.02.01_非电量1投退,E25H,E25H,0,0,0,0,0,E25H,E25H,0,0,0,0,0,0,0
1,1,8,227,1#馈线保护3_YK00227,MLPR_810Hb_CH_IEC104_V1.02.01_非电量2投退,E26H,E26H,0,0,0,0,0,E26H,E26H,0,0,0,0,0,0,0
1,1,8,228,1#馈线保护3_YK00228,MLPR_810Hb_CH_IEC104_V1.02.01_母充保护投退,E27H,E27H,0,0,0,0,0,E27H,E27H,0,0,0,0,0,0,0
1,1,8,229,1#馈线保护3_YK00229,MLPR_810Hb_CH_IEC104_V1.02.01_手动同期合闸投退,E28H,E28H,0,0,0,0,0,E28H,E28H,0,0,0,0,0,0,0
1,1,8,230,1#馈线保护3_YK00230,MLPR_810Hb_CH_IEC104_V1.02.01_遥控同期合闸投退,E29H,E29H,0,0,0,0,0,E29H,E29H,0,0,0,0,0,0,0
1,1,8,231,1#馈线保护3_YK00231,MLPR_810Hb_CH_IEC104_V1.02.01_逆功率投退,E2AH,E2AH,0,0,0,0,0,E2AH,E2AH,0,0,0,0,0,0,0
1,1,9,232,母联保护_YK00232,MLPR_810Hb_CH_IEC104_V1.02.01_遥控,C01H,C01H,0,0,0,0,0,C01H,C01H,0,0,0,0,0,0,0
1,1,9,233,母联保护_YK00233,MLPR_810Hb_CH_IEC104_V1.02.01_复归,1000H,1000H,0,0,3,0,0,1000H,1000H,0,0,0,0,0,0,0
1,1,9,234,母联保护_YK00234,MLPR_810Hb_CH_IEC104_V1.02.01_速断保护投退,E01H,E01H,0,0,0,0,0,E01H,E01H,0,0,0,0,0,0,0
1,1,9,235,母联保护_YK00235,MLPR_810Hb_CH_IEC104_V1.02.01_限时速断保护投退,E02H,E02H,0,0,0,0,0,E02H,E02H,0,0,0,0,0,0,0
1,1,9,236,母联保护_YK00236,MLPR_810Hb_CH_IEC104_V1.02.01_过电流保护投退,E03H,E03H,0,0,0,0,0,E03H,E03H,0,0,0,0,0,0,0
1,1,9,237,母联保护_YK00237,MLPR_810Hb_CH_IEC104_V1.02.01_速断方向投退,E04H,E04H,0,0,0,0,0,E04H,E04H,0,0,0,0,0,0,0
1,1,9,238,母联保护_YK00238,MLPR_810Hb_CH_IEC104_V1.02.01_限时速断方向投退,E05H,E05H,0,0,0,0,0,E05H,E05H,0,0,0,0,0,0,0
1,1,9,239,母联保护_YK00239,MLPR_810Hb_CH_IEC104_V1.02.01_过电流方向投退,E06H,E06H,0,0,0,0,0,E06H,E06H,0,0,0,0,0,0,0
1,1,9,240,母联保护_YK00240,MLPR_810Hb_CH_IEC104_V1.02.01_过电流反方向投退,E07H,E07H,0,0,0,0,0,E07H,E07H,0,0,0,0,0,0,0
1,1,9,241,母联保护_YK00241,MLPR_810Hb_CH_IEC104_V1.02.01_速断复压闭锁投退,E08H,E08H,0,0,0,0,0,E08H,E08H,0,0,0,0,0,0,0
1,1,9,242,母联保护_YK00242,MLPR_810Hb_CH_IEC104_V1.02.01_限时速断复压闭锁投退,E09H,E09H,0,0,0,0,0,E09H,E09H,0,0,0,0,0,0,0
1,1,9,243,母联保护_YK00243,MLPR_810Hb_CH_IEC104_V1.02.01_过电流复压闭锁投退,E0AH,E0AH,0,0,0,0,0,E0AH,E0AH,0,0,0,0,0,0,0
1,1,9,244,母联保护_YK00244,MLPR_810Hb_CH_IEC104_V1.02.01_反时限过流投退,E0BH,E0BH,0,0,0,0,0,E0BH,E0BH,0,0,0,0,0,0,0
1,1,9,245,母联保护_YK00245,MLPR_810Hb_CH_IEC104_V1.02.01_零序过流I段投退,E0CH,E0CH,0,0,0,0,0,E0CH,E0CH,0,0,0,0,0,0,0
1,1,9,246,母联保护_YK00246,MLPR_810Hb_CH_IEC104_V1.02.01_零序过流II段投退,E0DH,E0DH,0,0,0,0,0,E0DH,E0DH,0,0,0,0,0,0,0
1,1,9,247,母联保护_YK00247,MLPR_810Hb_CH_IEC104_V1.02.01_零序过流III段告警投退,E0EH,E0EH,0,0,0,0,0,E0EH,E0EH,0,0,0,0,0,0,0
1,1,9,248,母联保护_YK00248,MLPR_810Hb_CH_IEC104_V1.02.01_零序过流III段保护投退,E0FH,E0FH,0,0,0,0,0,E0FH,E0FH,0,0,0,0,0,0,0
1,1,9,249,母联保护_YK00249,MLPR_810Hb_CH_IEC104_V1.02.01_零序过流I段方向投退,E10H,E10H,0,0,0,0,0,E10H,E10H,0,0,0,0,0,0,0
1,1,9,250,母联保护_YK00250,MLPR_810Hb_CH_IEC104_V1.02.01_零序过流II段方向投退,E11H,E11H,0,0,0,0,0,E11H,E11H,0,0,0,0,0,0,0
1,1,9,251,母联保护_YK00251,MLPR_810Hb_CH_IEC104_V1.02.01_零序过流III段方向投退,E12H,E12H,0,0,0,0,0,E12H,E12H,0,0,0,0,0,0,0
1,1,9,252,母联保护_YK00252,MLPR_810Hb_CH_IEC104_V1.02.01_零序电压闭锁零序过流I段投退,E13H,E13H,0,0,0,0,0,E13H,E13H,0,0,0,0,0,0,0
1,1,9,253,母联保护_YK00253,MLPR_810Hb_CH_IEC104_V1.02.01_零序电压闭锁零序过流II段投退,E14H,E14H,0,0,0,0,0,E14H,E14H,0,0,0,0,0,0,0
1,1,9,254,母联保护_YK00254,MLPR_810Hb_CH_IEC104_V1.02.01_零序电压闭锁零序过流III段投退,E15H,E15H,0,0,0,0,0,E15H,E15H,0,0,0,0,0,0,0
1,1,9,255,母联保护_YK00255,MLPR_810Hb_CH_IEC104_V1.02.01_零序过压告警投退,E16H,E16H,0,0,0,0,0,E16H,E16H,0,0,0,0,0,0,0
1,1,9,256,母联保护_YK00256,MLPR_810Hb_CH_IEC104_V1.02.01_零序过压跳闸投退,E17H,E17H,0,0,0,0,0,E17H,E17H,0,0,0,0,0,0,0
1,1,9,257,母联保护_YK00257,MLPR_810Hb_CH_IEC104_V1.02.01_过负荷告警投退,E18H,E18H,0,0,0,0,0,E18H,E18H,0,0,0,0,0,0,0
1,1,9,258,母联保护_YK00258,MLPR_810Hb_CH_IEC104_V1.02.01_过负荷跳闸投退,E19H,E19H,0,0,0,0,0,E19H,E19H,0,0,0,0,0,0,0
1,1,9,259,母联保护_YK00259,MLPR_810Hb_CH_IEC104_V1.02.01_低电压投退,E1AH,E1AH,0,0,0,0,0,E1AH,E1AH,0,0,0,0,0,0,0
1,1,9,260,母联保护_YK00260,MLPR_810Hb_CH_IEC104_V1.02.01_低频投退,E1BH,E1BH,0,0,0,0,0,E1BH,E1BH,0,0,0,0,0,0,0
1,1,9,261,母联保护_YK00261,MLPR_810Hb_CH_IEC104_V1.02.01_滑差闭锁投退,E1CH,E1CH,0,0,0,0,0,E1CH,E1CH,0,0,0,0,0,0,0
1,1,9,262,母联保护_YK00262,MLPR_810Hb_CH_IEC104_V1.02.01_保护启动重合闸投退,E1DH,E1DH,0,0,0,0,0,E1DH,E1DH,0,0,0,0,0,0,0
1,1,9,263,母联保护_YK00263,MLPR_810Hb_CH_IEC104_V1.02.01_不对应启动重合闸投退,E1EH,E1EH,0,0,0,0,0,E1EH,E1EH,0,0,0,0,0,0,0
1,1,9,264,母联保护_YK00264,MLPR_810Hb_CH_IEC104_V1.02.01_重合闸检同期投退,E1FH,E1FH,0,0,0,0,0,E1FH,E1FH,0,0,0,0,0,0,0
1,1,9,265,母联保护_YK00265,MLPR_810Hb_CH_IEC104_V1.02.01_重合闸检无压投退,E20H,E20H,0,0,0,0,0,E20H,E20H,0,0,0,0,0,0,0
1,1,9,266,母联保护_YK00266,MLPR_810Hb_CH_IEC104_V1.02.01_过流后加速投退,E21H,E21H,0,0,0,0,0,E21H,E21H,0,0,0,0,0,0,0
1,1,9,267,母联保护_YK00267,MLPR_810Hb_CH_IEC104_V1.02.01_零序过流后加速投退,E22H,E22H,0,0,0,0,0,E22H,E22H,0,0,0,0,0,0,0
1,1,9,268,母联保护_YK00268,MLPR_810Hb_CH_IEC104_V1.02.01_PT断线告警投退,E23H,E23H,0,0,0,0,0,E23H,E23H,0,0,0,0,0,0,0
1,1,9,269,母联保护_YK00269,MLPR_810Hb_CH_IEC104_V1.02.01_PT断线闭锁投退,E24H,E24H,0,0,0,0,0,E24H,E24H,0,0,0,0,0,0,0
1,1,9,270,母联保护_YK00270,MLPR_810Hb_CH_IEC104_V1.02.01_非电量1投退,E25H,E25H,0,0,0,0,0,E25H,E25H,0,0,0,0,0,0,0
1,1,9,271,母联保护_YK00271,MLPR_810Hb_CH_IEC104_V1.02.01_非电量2投退,E26H,E26H,0,0,0,0,0,E26H,E26H,0,0,0,0,0,0,0
1,1,9,272,母联保护_YK00272,MLPR_810Hb_CH_IEC104_V1.02.01_母充保护投退,E27H,E27H,0,0,0,0,0,E27H,E27H,0,0,0,0,0,0,0
1,1,9,273,母联保护_YK00273,MLPR_810Hb_CH_IEC104_V1.02.01_手动同期合闸投退,E28H,E28H,0,0,0,0,0,E28H,E28H,0,0,0,0,0,0,0
1,1,9,274,母联保护_YK00274,MLPR_810Hb_CH_IEC104_V1.02.01_遥控同期合闸投退,E29H,E29H,0,0,0,0,0,E29H,E29H,0,0,0,0,0,0,0
1,1,9,275,母联保护_YK00275,MLPR_810Hb_CH_IEC104_V1.02.01_逆功率投退,E2AH,E2AH,0,0,0,0,0,E2AH,E2AH,0,0,0,0,0,0,0
1,1,10,276,2#高后备保护_YK00276,MTPR_840Hb_CH_IEC104_V1.00.03_过流Ⅰ段投退,E01H,E01H,0,0,0,0,0,E01H,E01H,0,0,0,0,0,0,0
1,1,10,277,2#高后备保护_YK00277,MTPR_840Hb_CH_IEC104_V1.00.03_过流Ⅱ段投退,E02H,E02H,0,0,0,0,0,E02H,E02H,0,0,0,0,0,0,0
1,1,10,278,2#高后备保护_YK00278,MTPR_840Hb_CH_IEC104_V1.00.03_过流Ⅲ段投退,E03H,E03H,0,0,0,0,0,E03H,E03H,0,0,0,0,0,0,0
1,1,10,279,2#高后备保护_YK00279,MTPR_840Hb_CH_IEC104_V1.00.03_过流Ⅰ段方向投退,E04H,E04H,0,0,0,0,0,E04H,E04H,0,0,0,0,0,0,0
1,1,10,280,2#高后备保护_YK00280,MTPR_840Hb_CH_IEC104_V1.00.03_过流Ⅱ段方向投退,E05H,E05H,0,0,0,0,0,E05H,E05H,0,0,0,0,0,0,0
1,1,10,281,2#高后备保护_YK00281,MTPR_840Hb_CH_IEC104_V1.00.03_过流Ⅲ段方向投退,E06H,E06H,0,0,0,0,0,E06H,E06H,0,0,0,0,0,0,0
1,1,10,282,2#高后备保护_YK00282,MTPR_840Hb_CH_IEC104_V1.00.03_过流Ⅰ复压闭锁投退,E07H,E07H,0,0,0,0,0,E07H,E07H,0,0,0,0,0,0,0
1,1,10,283,2#高后备保护_YK00283,MTPR_840Hb_CH_IEC104_V1.00.03_过流Ⅱ复压闭锁投退,E08H,E08H,0,0,0,0,0,E08H,E08H,0,0,0,0,0,0,0
1,1,10,284,2#高后备保护_YK00284,MTPR_840Hb_CH_IEC104_V1.00.03_过流Ⅲ复压闭锁投退,E09H,E09H,0,0,0,0,0,E09H,E09H,0,0,0,0,0,0,0
