;定值表
;所属通道,所属RTU,地址,名称,定值数据类型,定值数据长度,量程单位,工程值转换系数,属性配置,下限值,上限值,步长
1,8,132CH,非电量1电流定值,6,4,23,1.000000,0,4.000000,20.000000,0.010000
1,8,132DH,非电量1延时定值,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,8,132EH,非电量2电流定值,6,4,23,1.000000,0,4.000000,20.000000,0.010000
1,8,132FH,非电量2延时定值,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,8,1330H,母充保护电流定值,6,4,1,1.000000,0,0.100000,100.000000,0.010000
1,8,1331H,母充保护延时定值,6,4,26,1.000000,0,0.000000,3.000000,0.010000
1,8,1332H,同期电压差定值,6,4,2,1.000000,0,0.100000,100.000000,0.010000
1,8,1333H,同期频率差定值,6,4,5,1.000000,0,0.100000,2.000000,0.010000
1,8,1334H,同期角度差定值,6,4,31,1.000000,0,1.000000,100.000000,0.010000
1,8,1335H,同期时间,6,4,26,1.000000,0,0.100000,100.000000,0.010000
1,8,1336H,同期无压定值,6,4,2,1.000000,0,0.100000,100.000000,0.010000
1,8,1337H,逆功率定值,6,4,19,1.000000,0,1.000000,1000.000000,0.100000
1,8,1338H,逆功率延时,6,4,26,1.000000,0,1.000000,100.000000,0.010000
1,9,1303H,投退字1[禁止修改],6,4,0,1.000000,0,0.000000,65535.000000,1.000000
1,9,1304H,投退字2[禁止修改],6,4,0,1.000000,0,0.000000,65535.000000,1.000000
1,9,1305H,投退字3[禁止修改],6,4,0,1.000000,0,0.000000,65535.000000,1.000000
1,9,1306H,投退字4[禁止修改],6,4,0,1.000000,0,0.000000,65535.000000,1.000000
1,9,1307H,复压闭锁低电压定值,6,4,2,1.000000,0,30.000000,90.000000,0.010000
1,9,1308H,复压闭锁负序电压定值,6,4,2,1.000000,0,5.000000,30.000000,0.010000
1,9,1309H,速断电流定值,6,4,1,1.000000,0,0.100000,100.000000,0.010000
1,9,130AH,速断延时定值,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,9,130BH,限时速断电流定值,6,4,1,1.000000,0,0.100000,100.000000,0.010000
1,9,130CH,限时速断延时定值,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,9,130DH,过电流电流定值,6,4,1,1.000000,0,0.100000,100.000000,0.010000
1,9,130EH,过电流延时定值,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,9,130FH,反时限特性曲线,6,4,0,1.000000,0,1.000000,4.000000,1.000000
1,9,1310H,反时限时间常数,6,4,0,1.000000,0,0.010000,1.000000,0.010000
1,9,1311H,反时限启动电流,6,4,1,1.000000,0,0.100000,100.000000,0.010000
1,9,1312H,零序电压闭锁值,6,4,2,1.000000,0,30.000000,100.000000,0.010000
1,9,1313H,零序过流Ⅰ段电流定值,6,4,1,1.000000,0,0.000000,100.000000,0.010000
1,9,1314H,零序过流Ⅰ段延时定值,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,9,1315H,零序过流Ⅱ段电流定值,6,4,1,1.000000,0,0.000000,100.000000,0.010000
1,9,1316H,零序过流Ⅱ段延时定值,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,9,1317H,零序过流Ⅲ段电流定值,6,4,1,1.000000,0,0.000000,100.000000,0.010000
1,9,1318H,零序过流Ⅲ段延时定值,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,9,1319H,零序过压电压定值,6,4,2,1.000000,0,2.000000,100.000000,0.010000
1,9,131AH,零序过压延时定值,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,9,131BH,过负荷过流定值,6,4,1,1.000000,0,0.100000,100.000000,0.010000
1,9,131CH,过负荷延时定值,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,9,131DH,低压保护电压定值,6,4,2,1.000000,0,30.000000,100.000000,0.010000
1,9,131EH,低压保护延时定值,6,4,26,1.000000,0,0.500000,100.000000,0.010000
1,9,131FH,低频减载定值,6,4,5,1.000000,0,45.000000,50.000000,0.010000
1,9,1320H,低频减载延时定值,6,4,26,1.000000,0,0.500000,100.000000,0.010000
1,9,1321H,低频减载低电流闭锁定值,6,4,1,1.000000,0,0.200000,5.000000,0.010000
1,9,1322H,低频减载低电压闭锁定值,6,4,2,1.000000,0,10.000000,90.000000,0.010000
1,9,1323H,低频减载滑差闭锁定值,6,4,27,1.000000,0,0.500000,10.000000,0.010000
1,9,1324H,重合闸延时定值,6,4,26,1.000000,0,0.000000,10.000000,0.010000
1,9,1325H,重合闸检同期定值,6,4,31,1.000000,0,0.000000,50.000000,0.010000
1,9,1326H,重合闸检无压定值,6,4,2,1.000000,0,10.000000,50.000000,0.010000
1,9,1327H,过流后加速电流定值,6,4,1,1.000000,0,0.100000,100.000000,0.010000
1,9,1328H,过流后加速延时定值,6,4,26,1.000000,0,0.000000,3.000000,0.010000
1,9,1329H,零序过流后加速电流定值,6,4,1,1.000000,0,0.100000,100.000000,0.010000
1,9,132AH,零序过流后加速延时定值,6,4,26,1.000000,0,0.000000,3.000000,0.010000
1,9,132BH,PT断线延时,6,4,26,1.000000,0,0.500000,100.000000,0.010000
1,9,132CH,非电量1电流定值,6,4,23,1.000000,0,4.000000,20.000000,0.010000
1,9,132DH,非电量1延时定值,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,9,132EH,非电量2电流定值,6,4,23,1.000000,0,4.000000,20.000000,0.010000
1,9,132FH,非电量2延时定值,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,9,1330H,母充保护电流定值,6,4,1,1.000000,0,0.100000,100.000000,0.010000
1,9,1331H,母充保护延时定值,6,4,26,1.000000,0,0.000000,3.000000,0.010000
1,9,1332H,同期电压差定值,6,4,2,1.000000,0,0.100000,100.000000,0.010000
1,9,1333H,同期频率差定值,6,4,5,1.000000,0,0.100000,2.000000,0.010000
1,9,1334H,同期角度差定值,6,4,31,1.000000,0,1.000000,100.000000,0.010000
1,9,1335H,同期时间,6,4,26,1.000000,0,0.100000,100.000000,0.010000
1,9,1336H,同期无压定值,6,4,2,1.000000,0,0.100000,100.000000,0.010000
1,9,1337H,逆功率定值,6,4,19,1.000000,0,1.000000,1000.000000,0.100000
1,9,1338H,逆功率延时,6,4,26,1.000000,0,1.000000,100.000000,0.010000
1,10,1303H,投退字1[禁止修改],6,4,0,1.000000,0,0.000000,65535.000000,1.000000
1,10,1304H,投退字2[禁止修改],6,4,0,1.000000,0,0.000000,65535.000000,1.000000
1,10,1305H,投退字3[禁止修改],6,4,0,1.000000,0,0.000000,65535.000000,1.000000
1,10,1306H,投退字4[禁止修改],6,4,0,1.000000,0,0.000000,65535.000000,1.000000
1,10,1307H,低电压定值,6,4,2,1.000000,0,0.000000,100.000000,0.010000
1,10,1308H,负序电压,6,4,2,1.000000,0,0.000000,30.000000,0.010000
1,10,1309H,过流Ⅰ段电流,6,4,1,1.000000,0,0.000000,100.000000,0.010000
1,10,130AH,过流Ⅱ段电流,6,4,1,1.000000,0,0.000000,100.000000,0.010000
1,10,130BH,过流Ⅲ段电流,6,4,1,1.000000,0,0.000000,100.000000,0.010000
1,10,130CH,过流Ⅰ段方向,6,4,0,1.000000,0,0.000000,1.000000,1.000000
1,10,130DH,过流Ⅱ段方向,6,4,0,1.000000,0,0.000000,1.000000,1.000000
1,10,130EH,过流Ⅲ段方向,6,4,0,1.000000,0,0.000000,1.000000,1.000000
1,10,130FH,过流Ⅰ段延时1,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,10,1310H,过流Ⅰ段延时2,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,10,1311H,过流Ⅰ段延时3,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,10,1312H,过流Ⅱ段延时1,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,10,1313H,过流Ⅱ段延时2,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,10,1314H,过流Ⅱ段延时3,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,10,1315H,过流Ⅲ段延时1,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,10,1316H,过流Ⅲ段延时2,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,10,1317H,过流Ⅲ段延时3,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,10,1318H,零序电压闭锁,6,4,2,1.000000,0,0.000000,200.000000,0.010000
1,10,1319H,零序Ⅰ段电流,6,4,1,1.000000,0,0.000000,100.000000,0.010000
1,10,131AH,零序Ⅱ段电流,6,4,1,1.000000,0,0.000000,100.000000,0.010000
1,10,131BH,零序Ⅰ段方向,6,4,0,1.000000,0,0.000000,1.000000,1.000000
1,10,131CH,零序Ⅱ段方向,6,4,0,1.000000,0,0.000000,1.000000,1.000000
1,10,131DH,零序Ⅰ段延时1,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,10,131EH,零序Ⅰ段延时2,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,10,131FH,零序Ⅰ段延时3,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,10,1320H,零序Ⅱ段延时1,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,10,1321H,零序Ⅱ段延时2,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,10,1322H,零序Ⅱ段延时3,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,10,1323H,间隙零序过流定值,6,4,1,1.000000,0,0.000000,100.000000,0.010000
1,10,1324H,间隙过流延时1,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,10,1325H,间隙过流延时2,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,10,1326H,间隙零序过压定值,6,4,2,1.000000,0,0.000000,300.000000,0.010000
1,10,1327H,间隙过压延时1,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,10,1328H,间隙过压延时2,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,10,1329H,过负荷电流,6,4,1,1.000000,0,0.000000,100.000000,0.010000
1,10,132AH,过负荷延时,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,10,132BH,启动风冷电流,6,4,1,1.000000,0,0.000000,50.000000,0.010000
1,10,132CH,启动风冷延时,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,10,132DH,闭锁调压定值,6,4,1,1.000000,0,0.000000,50.000000,0.010000
1,10,132EH,闭锁调压延时,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,10,132FH,零序选跳外变定值,6,4,1,1.000000,0,0.000000,100.000000,0.010000
1,10,1330H,外变跳本变延时,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,10,1331H,CT断线闭锁电流,6,4,1,1.000000,0,0.000000,10.000000,0.010000
1,10,1332H,CT断线延时,6,4,26,1.000000,0,5.000000,100.000000,0.010000
1,10,1333H,PT断线延时,6,4,26,1.000000,0,5.000000,100.000000,0.010000
1,11,1303H,投退字1[禁止修改],6,4,0,1.000000,0,0.000000,65535.000000,1.000000
1,11,1304H,投退字2[禁止修改],6,4,0,1.000000,0,0.000000,65535.000000,1.000000
1,11,1305H,投退字3[禁止修改],6,4,0,1.000000,0,0.000000,65535.000000,1.000000
1,11,1306H,投退字4[禁止修改],6,4,0,1.000000,0,0.000000,65535.000000,1.000000
1,11,1307H,低电压定值,6,4,2,1.000000,0,30.000000,100.000000,0.010000
1,11,1308H,负序电压,6,4,2,1.000000,0,0.000000,30.000000,0.010000
1,11,1309H,过流Ⅰ段电流,6,4,1,1.000000,0,0.000000,100.000000,0.010000
1,11,130AH,过流Ⅱ段电流,6,4,1,1.000000,0,0.000000,100.000000,0.010000
1,11,130BH,过流Ⅲ段电流,6,4,1,1.000000,0,0.000000,100.000000,0.010000
1,11,130CH,过流Ⅰ段方向,6,4,0,1.000000,0,0.000000,1.000000,1.000000
1,11,130DH,过流Ⅱ段方向,6,4,0,1.000000,0,0.000000,1.000000,1.000000
1,11,130EH,过流Ⅲ段方向,6,4,0,1.000000,0,0.000000,1.000000,1.000000
1,11,130FH,过流Ⅰ段延时1,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,11,1310H,过流Ⅰ段延时2,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,11,1311H,过流Ⅰ段延时3,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,11,1312H,过流Ⅱ段延时1,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,11,1313H,过流Ⅱ段延时2,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,11,1314H,过流Ⅱ段延时3,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,11,1315H,过流Ⅲ段延时1,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,11,1316H,过流Ⅲ段延时2,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,11,1317H,过流Ⅲ段延时3,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,11,1318H,零序电压定值,6,4,2,1.000000,0,0.000000,200.000000,0.010000
1,11,1319H,零序电压延时,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,11,131AH,母充保护电流定值,6,4,1,1.000000,0,0.000000,100.000000,0.010000
1,11,131BH,母充保护延时定值,6,4,26,1.000000,0,0.000000,15.000000,0.010000
1,11,131CH,母充保护开放时间,6,4,26,1.000000,0,0.000000,15.000000,0.010000
1,11,131DH,零序过流定值,6,4,1,1.000000,0,0.000000,100.000000,0.010000
1,11,131EH,零序过流延时,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,11,131FH,过负荷电流,6,4,1,1.000000,0,0.000000,100.000000,0.010000
1,11,1320H,过负荷延时,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,11,1321H,启动风冷电流,6,4,1,1.000000,0,0.000000,50.000000,0.010000
1,11,1322H,启动风冷延时,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,11,1323H,闭锁调压定值,6,4,1,1.000000,0,0.000000,50.000000,0.010000
1,11,1324H,闭锁调压延时,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,11,1325H,CT断线延时,6,4,26,1.000000,0,5.000000,100.000000,0.010000
1,11,1326H,PT断线延时,6,4,26,1.000000,0,5.000000,100.000000,0.010000
1,12,1303H,投退字1[禁止修改],6,4,0,1.000000,0,0.000000,65535.000000,1.000000
1,12,1304H,投退字2[禁止修改],6,4,0,1.000000,0,0.000000,65535.000000,1.000000
1,12,1305H,投退字3[禁止修改],6,4,0,1.000000,0,0.000000,65535.000000,1.000000
1,12,1306H,投退字4[禁止修改],6,4,0,1.000000,0,0.000000,65535.000000,1.000000
1,12,1307H,突变量启动值,6,4,1,1.000000,0,0.100000,10.000000,0.010000
1,12,1308H,差动速断电流定值,6,4,1,1.000000,0,0.100000,100.000000,0.010000
1,12,1309H,比率差动最小门槛值,6,4,1,1.000000,0,0.100000,100.000000,0.010000
1,12,130AH,比率制动拐点1,6,4,1,1.000000,0,0.100000,100.000000,0.010000
1,12,130BH,比率制动拐点2,6,4,1,1.000000,0,0.100000,100.000000,0.010000
1,12,130CH,比率制动系数1,6,4,0,1.000000,0,0.100000,1.000000,0.010000
1,12,130DH,比率制动系数2,6,4,0,1.000000,0,0.100000,1.000000,0.010000
1,12,130EH,二次谐波制动系数,6,4,0,1.000000,0,0.100000,1.000000,0.010000
1,12,130FH,差流越限定值,6,4,1,1.000000,0,0.100000,100.000000,0.010000
1,12,1310H,CT闭锁电流,6,4,1,1.000000,0,0.100000,100.000000,0.010000
1,12,1311H,CT告警延时,6,4,26,1.000000,0,0.100000,100.000000,0.010000
1,12,1312H,高温延时,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,12,1313H,冷控失电长延时,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,12,1314H,冷控失电短延时,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,13,1303H,投退字1[禁止修改],6,4,0,1.000000,0,0.000000,65535.000000,1.000000
1,13,1304H,投退字2[禁止修改],6,4,0,1.000000,0,0.000000,65535.000000,1.000000
1,13,1305H,投退字3[禁止修改],6,4,0,1.000000,0,0.000000,65535.000000,1.000000
1,13,1306H,投退字4[禁止修改],6,4,0,1.000000,0,0.000000,65535.000000,1.000000
1,13,1307H,速断定值,6,4,1,1.000000,0,0.100000,100.000000,0.010000
1,13,1308H,过电流定值,6,4,1,1.000000,0,0.100000,100.000000,0.010000
1,13,1309H,速断延时定值,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,13,130AH,过电流延时定值,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,13,130BH,零序过流电流定值,6,4,1,1.000000,0,0.000000,100.000000,0.010000
1,13,130CH,零序过流延时定值,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,13,130DH,过压电压定值,6,4,2,1.000000,0,50.000000,120.000000,0.010000
1,13,130EH,过压延时定值,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,13,130FH,失压电压定值,6,4,2,1.000000,0,5.000000,100.000000,0.010000
1,13,1310H,失压电流闭锁定值,6,4,1,1.000000,0,0.010000,100.000000,0.010000
1,13,1311H,失压延时定值,6,4,26,1.000000,0,0.500000,100.000000,0.010000
1,13,1312H,PT断线延时,6,4,26,1.000000,0,1.000000,100.000000,0.010000
1,13,1313H,最大负荷电流定值,6,4,1,1.000000,0,0.100000,100.000000,0.010000
1,13,1314H,非电量1电流定值,6,4,23,1.000000,0,4.000000,20.000000,0.010000
1,13,1315H,非电量2电流定值,6,4,23,1.000000,0,4.000000,20.000000,0.010000
1,13,1316H,非电量1延时定值,6,4,26,1.000000,0,0.100000,100.000000,0.010000
1,13,1317H,非电量2延时定值,6,4,26,1.000000,0,0.100000,100.000000,0.010000
1,13,1318H,重瓦斯跳闸延时定值,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,13,1319H,轻瓦斯告警延时定值,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,13,131AH,超温跳闸延时定值,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,13,131BH,温度告警延时定值,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,13,131CH,不平衡电压定值,6,4,2,1.000000,0,2.000000,100.000000,0.010000
1,13,131DH,不平衡电压延时定值,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,13,131EH,不平衡电流定值,6,4,1,1.000000,0,0.100000,100.000000,0.010000
1,13,131FH,不平衡电流延时定值,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,14,1303H,投退字1[禁止修改],6,4,0,1.000000,0,0.000000,65535.000000,1.000000
1,14,1304H,投退字2[禁止修改],6,4,0,1.000000,0,0.000000,65535.000000,1.000000
1,14,1305H,投退字3[禁止修改],6,4,0,1.000000,0,0.000000,65535.000000,1.000000
1,14,1306H,投退字4[禁止修改],6,4,0,1.000000,0,0.000000,65535.000000,1.000000
1,14,1307H,Ⅰ段过压定值,6,4,2,1.000000,0,10.000000,150.000000,0.010000
1,14,1308H,Ⅰ段低压定值,6,4,2,1.000000,0,10.000000,90.000000,0.010000
1,14,1309H,Ⅰ段无压定值,6,4,2,1.000000,0,5.000000,60.000000,0.010000
1,14,130AH,Ⅰ段过压延时,6,4,26,1.000000,0,0.500000,100.000000,0.010000
1,14,130BH,Ⅰ段低压延时,6,4,26,1.000000,0,0.500000,100.000000,0.010000
1,14,130CH,Ⅱ段过压定值,6,4,2,1.000000,0,10.000000,150.000000,0.010000
1,14,130DH,Ⅱ段低压定值,6,4,2,1.000000,0,10.000000,90.000000,0.010000
1,14,130EH,Ⅱ段无压定值,6,4,2,1.000000,0,5.000000,60.000000,0.010000
1,14,130FH,Ⅱ段过压延时,6,4,26,1.000000,0,0.500000,100.000000,0.010000
1,14,1310H,Ⅱ段低压延时,6,4,26,1.000000,0,0.500000,100.000000,0.010000
1,14,1311H,Ⅰ段零序电压,6,4,2,1.000000,0,1.000000,100.000000,0.010000
1,14,1312H,Ⅰ段零序延时,6,4,26,1.000000,0,0.500000,100.000000,0.010000
1,14,1313H,Ⅱ段零序电压,6,4,2,1.000000,0,1.000000,100.000000,0.010000
1,14,1314H,Ⅱ段零序延时,6,4,26,1.000000,0,0.500000,100.000000,0.010000
1,15,1303H,投退字1[禁止修改],6,4,0,1.000000,0,0.000000,65535.000000,1.000000
1,15,1304H,投退字2[禁止修改],6,4,0,1.000000,0,0.000000,65535.000000,1.000000
1,15,1305H,投退字3[禁止修改],6,4,0,1.000000,0,0.000000,65535.000000,1.000000
1,15,1306H,投退字4[禁止修改],6,4,0,1.000000,0,0.000000,65535.000000,1.000000
1,15,1307H,复压闭锁低电压定值,6,4,2,1.000000,0,30.000000,90.000000,0.010000
1,15,1308H,复压闭锁负序电压定值,6,4,2,1.000000,0,5.000000,30.000000,0.010000
1,15,1309H,速断电流定值,6,4,1,1.000000,0,0.100000,100.000000,0.010000
1,15,130AH,速断延时定值,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,15,130BH,限时速断电流定值,6,4,1,1.000000,0,0.100000,100.000000,0.010000
1,15,130CH,限时速断延时定值,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,15,130DH,过电流电流定值,6,4,1,1.000000,0,0.100000,100.000000,0.010000
1,15,130EH,过电流延时定值,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,15,130FH,反时限特性曲线,6,4,0,1.000000,0,1.000000,4.000000,1.000000
1,15,1310H,反时限时间常数,6,4,0,1.000000,0,0.010000,1.000000,0.010000
1,15,1311H,反时限启动电流,6,4,1,1.000000,0,0.100000,100.000000,0.010000
1,15,1312H,零序电压闭锁值,6,4,2,1.000000,0,30.000000,100.000000,0.010000
1,15,1313H,零序过流Ⅰ段电流定值,6,4,1,1.000000,0,0.000000,100.000000,0.010000
1,15,1314H,零序过流Ⅰ段延时定值,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,15,1315H,零序过流Ⅱ段电流定值,6,4,1,1.000000,0,0.000000,100.000000,0.010000
1,15,1316H,零序过流Ⅱ段延时定值,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,15,1317H,零序过流Ⅲ段电流定值,6,4,1,1.000000,0,0.000000,100.000000,0.010000
1,15,1318H,零序过流Ⅲ段延时定值,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,15,1319H,零序过压电压定值,6,4,2,1.000000,0,2.000000,100.000000,0.010000
1,15,131AH,零序过压延时定值,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,15,131BH,过负荷过流定值,6,4,1,1.000000,0,0.100000,100.000000,0.010000
1,15,131CH,过负荷延时定值,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,15,131DH,低压保护电压定值,6,4,2,1.000000,0,30.000000,100.000000,0.010000
1,15,131EH,低压保护延时定值,6,4,26,1.000000,0,0.500000,100.000000,0.010000
1,15,131FH,低频减载定值,6,4,5,1.000000,0,45.000000,50.000000,0.010000
1,15,1320H,低频减载延时定值,6,4,26,1.000000,0,0.500000,100.000000,0.010000
1,15,1321H,低频减载低电流闭锁定值,6,4,1,1.000000,0,0.200000,5.000000,0.010000
1,15,1322H,低频减载低电压闭锁定值,6,4,2,1.000000,0,10.000000,90.000000,0.010000
1,15,1323H,低频减载滑差闭锁定值,6,4,27,1.000000,0,0.500000,10.000000,0.010000
1,15,1324H,重合闸延时定值,6,4,26,1.000000,0,0.000000,10.000000,0.010000
1,15,1325H,重合闸检同期定值,6,4,31,1.000000,0,0.000000,50.000000,0.010000
1,15,1326H,重合闸检无压定值,6,4,2,1.000000,0,10.000000,50.000000,0.010000
1,15,1327H,过流后加速电流定值,6,4,1,1.000000,0,0.100000,100.000000,0.010000
1,15,1328H,过流后加速延时定值,6,4,26,1.000000,0,0.000000,3.000000,0.010000
1,15,1329H,零序过流后加速电流定值,6,4,1,1.000000,0,0.100000,100.000000,0.010000
1,15,132AH,零序过流后加速延时定值,6,4,26,1.000000,0,0.000000,3.000000,0.010000
1,15,132BH,PT断线延时,6,4,26,1.000000,0,0.500000,100.000000,0.010000
1,15,132CH,非电量1电流定值,6,4,23,1.000000,0,4.000000,20.000000,0.010000
1,15,132DH,非电量1延时定值,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,15,132EH,非电量2电流定值,6,4,23,1.000000,0,4.000000,20.000000,0.010000
1,15,132FH,非电量2延时定值,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,15,1330H,母充保护电流定值,6,4,1,1.000000,0,0.100000,100.000000,0.010000
1,15,1331H,母充保护延时定值,6,4,26,1.000000,0,0.000000,3.000000,0.010000
1,15,1332H,同期电压差定值,6,4,2,1.000000,0,0.100000,100.000000,0.010000
1,15,1333H,同期频率差定值,6,4,5,1.000000,0,0.100000,2.000000,0.010000
1,15,1334H,同期角度差定值,6,4,31,1.000000,0,1.000000,100.000000,0.010000
1,15,1335H,同期时间,6,4,26,1.000000,0,0.100000,100.000000,0.010000
1,15,1336H,同期无压定值,6,4,2,1.000000,0,0.100000,100.000000,0.010000
1,15,1337H,逆功率定值,6,4,19,1.000000,0,1.000000,1000.000000,0.100000
1,15,1338H,逆功率延时,6,4,26,1.000000,0,1.000000,100.000000,0.010000
1,16,1303H,投退字1[禁止修改],6,4,0,1.000000,0,0.000000,65535.000000,1.000000
1,16,1304H,投退字2[禁止修改],6,4,0,1.000000,0,0.000000,65535.000000,1.000000
1,16,1305H,投退字3[禁止修改],6,4,0,1.000000,0,0.000000,65535.000000,1.000000
1,16,1306H,投退字4[禁止修改],6,4,0,1.000000,0,0.000000,65535.000000,1.000000
1,16,1307H,复压闭锁低电压定值,6,4,2,1.000000,0,30.000000,90.000000,0.010000
1,16,1308H,复压闭锁负序电压定值,6,4,2,1.000000,0,5.000000,30.000000,0.010000
1,16,1309H,速断电流定值,6,4,1,1.000000,0,0.100000,100.000000,0.010000
1,16,130AH,速断延时定值,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,16,130BH,限时速断电流定值,6,4,1,1.000000,0,0.100000,100.000000,0.010000
1,16,130CH,限时速断延时定值,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,16,130DH,过电流电流定值,6,4,1,1.000000,0,0.100000,100.000000,0.010000
1,16,130EH,过电流延时定值,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,16,130FH,反时限特性曲线,6,4,0,1.000000,0,1.000000,4.000000,1.000000
1,16,1310H,反时限时间常数,6,4,0,1.000000,0,0.010000,1.000000,0.010000
1,16,1311H,反时限启动电流,6,4,1,1.000000,0,0.100000,100.000000,0.010000
1,16,1312H,零序电压闭锁值,6,4,2,1.000000,0,30.000000,100.000000,0.010000
1,16,1313H,零序过流Ⅰ段电流定值,6,4,1,1.000000,0,0.000000,100.000000,0.010000
1,16,1314H,零序过流Ⅰ段延时定值,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,16,1315H,零序过流Ⅱ段电流定值,6,4,1,1.000000,0,0.000000,100.000000,0.010000
1,16,1316H,零序过流Ⅱ段延时定值,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,16,1317H,零序过流Ⅲ段电流定值,6,4,1,1.000000,0,0.000000,100.000000,0.010000
1,16,1318H,零序过流Ⅲ段延时定值,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,16,1319H,零序过压电压定值,6,4,2,1.000000,0,2.000000,100.000000,0.010000
1,16,131AH,零序过压延时定值,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,16,131BH,过负荷过流定值,6,4,1,1.000000,0,0.100000,100.000000,0.010000
1,16,131CH,过负荷延时定值,6,4,26,1.000000,0,0.000000,100.000000,0.010000
1,16,131DH,低压保护电压定值,6,4,2,1.000000,0,30.000000,100.000000,0.010000
1,16,131EH,低压保护延时定值,6,4,26,1.000000,0,0.500000,100.000000,0.010000
1,16,131FH,低频减载定值,6,4,5,1.000000,0,45.000000,50.000000,0.010000
1,16,1320H,低频减载延时定值,6,4,26,1.000000,0,0.500000,100.000000,0.010000
