;遥信表
;所属厂站,所属通道,所属RTU,编号,名称,描述,地址,备地址,所属间隔,所属设备,点类型,人工置数值,挂牌号,画面名称,属性,报警属性,统计属性
1,1,3,175,1#差动保护_YX00175,MTPR_830Hb_CH_IEC104_V1.00.02_油位低,D3H,D3H,0,0,5,0,0,,4,202,0
1,1,3,176,1#差动保护_YX00176,MTPR_830Hb_CH_IEC104_V1.00.02_长冷控失电动作,D4H,D4H,0,0,5,0,0,,4,202,0
1,1,3,177,1#差动保护_YX00177,MTPR_830Hb_CH_IEC104_V1.00.02_短冷控失电动作,D5H,D5H,0,0,5,0,0,,4,202,0
1,1,3,178,1#差动保护_YX00178,MTPR_830Hb_CH_IEC104_V1.00.02_备用,D6H,D6H,0,0,5,0,0,,4,202,0
1,1,3,179,1#差动保护_YX00179,MTPR_830Hb_CH_IEC104_V1.00.02_备用,D7H,D7H,0,0,5,0,0,,4,202,0
1,1,3,180,1#差动保护_YX00180,MTPR_830Hb_CH_IEC104_V1.00.02_事故总信号,D8H,D8H,0,0,3,0,0,,4,202,0
1,1,3,181,1#差动保护_YX00181,MTPR_830Hb_CH_IEC104_V1.00.02_预告总信号,D9H,D9H,0,0,4,0,0,,4,202,0
1,1,3,182,1#差动保护_YX00182,MTPR_830Hb_CH_IEC104_V1.00.02_差动速断保护投退,190H,190H,0,0,1,0,0,,4,202,0
1,1,3,183,1#差动保护_YX00183,MTPR_830Hb_CH_IEC104_V1.00.02_比率差动保护投退,191H,191H,0,0,1,0,0,,4,202,0
1,1,3,184,1#差动保护_YX00184,MTPR_830Hb_CH_IEC104_V1.00.02_差流越限告警投退,192H,192H,0,0,1,0,0,,4,202,0
1,1,3,185,1#差动保护_YX00185,MTPR_830Hb_CH_IEC104_V1.00.02_CT断线告警投退,193H,193H,0,0,1,0,0,,4,202,0
1,1,3,186,1#差动保护_YX00186,MTPR_830Hb_CH_IEC104_V1.00.02_CT断线闭锁投退,194H,194H,0,0,1,0,0,,4,202,0
1,1,3,187,1#差动保护_YX00187,MTPR_830Hb_CH_IEC104_V1.00.02_高温保护投退,195H,195H,0,0,1,0,0,,4,202,0
1,1,3,188,1#差动保护_YX00188,MTPR_830Hb_CH_IEC104_V1.00.02_冷控失电投退,196H,196H,0,0,1,0,0,,4,202,0
1,1,4,189,1#电容器保护_YX00189,MCPR_810Hb_CH_IEC104_V1.01.01_断路器位置遥信,1H,1H,0,0,1,0,0,,4,202,0
1,1,4,190,1#电容器保护_YX00190,MCPR_810Hb_CH_IEC104_V1.01.01_小车工作位置遥信,2H,2H,0,0,34,0,0,,4,202,0
1,1,4,191,1#电容器保护_YX00191,MCPR_810Hb_CH_IEC104_V1.01.01_小车试验位置遥信,3H,3H,0,0,35,0,0,,4,202,0
1,1,4,192,1#电容器保护_YX00192,MCPR_810Hb_CH_IEC104_V1.01.01_接地刀位置遥信,4H,4H,0,0,0,0,0,,4,202,0
1,1,4,193,1#电容器保护_YX00193,MCPR_810Hb_CH_IEC104_V1.01.01_弹簧未储能遥信,5H,5H,0,0,0,0,0,,4,202,0
1,1,4,194,1#电容器保护_YX00194,MCPR_810Hb_CH_IEC104_V1.01.01_重瓦斯跳闸遥信,6H,6H,0,0,0,0,0,,4,202,0
1,1,4,195,1#电容器保护_YX00195,MCPR_810Hb_CH_IEC104_V1.01.01_轻瓦斯告警遥信,7H,7H,0,0,0,0,0,,4,202,0
1,1,4,196,1#电容器保护_YX00196,MCPR_810Hb_CH_IEC104_V1.01.01_超温跳闸遥信,8H,8H,0,0,0,0,0,,4,202,0
1,1,4,197,1#电容器保护_YX00197,MCPR_810Hb_CH_IEC104_V1.01.01_温度告警遥信,9H,9H,0,0,0,0,0,,4,202,0
1,1,4,198,1#电容器保护_YX00198,MCPR_810Hb_CH_IEC104_V1.01.01_开入10遥信,AH,AH,0,0,0,0,0,,4,202,0
1,1,4,199,1#电容器保护_YX00199,MCPR_810Hb_CH_IEC104_V1.01.01_开入11遥信,BH,BH,0,0,0,0,0,,4,202,0
1,1,4,200,1#电容器保护_YX00200,MCPR_810Hb_CH_IEC104_V1.01.01_开入12遥信,CH,CH,0,0,0,0,0,,4,202,0
1,1,4,201,1#电容器保护_YX00201,MCPR_810Hb_CH_IEC104_V1.01.01_手跳开入遥信,DH,DH,0,0,0,0,0,,4,202,0
1,1,4,202,1#电容器保护_YX00202,MCPR_810Hb_CH_IEC104_V1.01.01_手合开入遥信,EH,EH,0,0,0,0,0,,4,202,0
1,1,4,203,1#电容器保护_YX00203,MCPR_810Hb_CH_IEC104_V1.01.01_操作回路遥信,FH,FH,0,0,0,0,0,,4,202,0
1,1,4,204,1#电容器保护_YX00204,MCPR_810Hb_CH_IEC104_V1.01.01_速断跳闸,C8H,C8H,0,0,5,0,0,,4,202,0
1,1,4,205,1#电容器保护_YX00205,MCPR_810Hb_CH_IEC104_V1.01.01_过电流跳闸,C9H,C9H,0,0,5,0,0,,4,202,0
1,1,4,206,1#电容器保护_YX00206,MCPR_810Hb_CH_IEC104_V1.01.01_零序过流告警,CAH,CAH,0,0,5,0,0,,4,202,0
1,1,4,207,1#电容器保护_YX00207,MCPR_810Hb_CH_IEC104_V1.01.01_零序过流跳闸,CBH,CBH,0,0,5,0,0,,4,202,0
1,1,4,208,1#电容器保护_YX00208,MCPR_810Hb_CH_IEC104_V1.01.01_过压告警,CCH,CCH,0,0,5,0,0,,4,202,0
1,1,4,209,1#电容器保护_YX00209,MCPR_810Hb_CH_IEC104_V1.01.01_过压跳闸,CDH,CDH,0,0,5,0,0,,4,202,0
1,1,4,210,1#电容器保护_YX00210,MCPR_810Hb_CH_IEC104_V1.01.01_失压跳闸,CEH,CEH,0,0,5,0,0,,4,202,0
1,1,4,211,1#电容器保护_YX00211,MCPR_810Hb_CH_IEC104_V1.01.01_PT断线告警,CFH,CFH,0,0,5,0,0,,4,202,0
1,1,4,212,1#电容器保护_YX00212,MCPR_810Hb_CH_IEC104_V1.01.01_非电量1跳闸,D0H,D0H,0,0,5,0,0,,4,202,0
1,1,4,213,1#电容器保护_YX00213,MCPR_810Hb_CH_IEC104_V1.01.01_非电量2跳闸,D1H,D1H,0,0,5,0,0,,4,202,0
1,1,4,214,1#电容器保护_YX00214,MCPR_810Hb_CH_IEC104_V1.01.01_重瓦斯跳闸,D2H,D2H,0,0,5,0,0,,4,202,0
1,1,4,215,1#电容器保护_YX00215,MCPR_810Hb_CH_IEC104_V1.01.01_轻瓦斯告警,D3H,D3H,0,0,5,0,0,,4,202,0
1,1,4,216,1#电容器保护_YX00216,MCPR_810Hb_CH_IEC104_V1.01.01_超温跳闸,D4H,D4H,0,0,5,0,0,,4,202,0
1,1,4,217,1#电容器保护_YX00217,MCPR_810Hb_CH_IEC104_V1.01.01_温度告警,D5H,D5H,0,0,5,0,0,,4,202,0
1,1,4,218,1#电容器保护_YX00218,MCPR_810Hb_CH_IEC104_V1.01.01_不平衡电压跳闸,D6H,D6H,0,0,5,0,0,,4,202,0
1,1,4,219,1#电容器保护_YX00219,MCPR_810Hb_CH_IEC104_V1.01.01_不平衡电流跳闸,D7H,D7H,0,0,5,0,0,,4,202,0
1,1,4,220,1#电容器保护_YX00220,MCPR_810Hb_CH_IEC104_V1.01.01_备用,D8H,D8H,0,0,0,0,0,,4,202,0
1,1,4,221,1#电容器保护_YX00221,MCPR_810Hb_CH_IEC104_V1.01.01_备用,D9H,D9H,0,0,0,0,0,,4,202,0
1,1,4,222,1#电容器保护_YX00222,MCPR_810Hb_CH_IEC104_V1.01.01_备用,DAH,DAH,0,0,0,0,0,,4,202,0
1,1,4,223,1#电容器保护_YX00223,MCPR_810Hb_CH_IEC104_V1.01.01_备用,DBH,DBH,0,0,0,0,0,,4,202,0
1,1,4,224,1#电容器保护_YX00224,MCPR_810Hb_CH_IEC104_V1.01.01_事故总信号,DCH,DCH,0,0,3,0,0,,4,202,0
1,1,4,225,1#电容器保护_YX00225,MCPR_810Hb_CH_IEC104_V1.01.01_预告总信号,DDH,DDH,0,0,4,0,0,,4,202,0
1,1,4,226,1#电容器保护_YX00226,MCPR_810Hb_CH_IEC104_V1.01.01_速断保护投退,190H,190H,0,0,1,0,0,,4,202,0
1,1,4,227,1#电容器保护_YX00227,MCPR_810Hb_CH_IEC104_V1.01.01_过电流保护投退,191H,191H,0,0,1,0,0,,4,202,0
1,1,4,228,1#电容器保护_YX00228,MCPR_810Hb_CH_IEC104_V1.01.01_零序过流告警投退,192H,192H,0,0,1,0,0,,4,202,0
1,1,4,229,1#电容器保护_YX00229,MCPR_810Hb_CH_IEC104_V1.01.01_零序过流跳闸投退,193H,193H,0,0,1,0,0,,4,202,0
1,1,4,230,1#电容器保护_YX00230,MCPR_810Hb_CH_IEC104_V1.01.01_过压告警投退,194H,194H,0,0,1,0,0,,4,202,0
1,1,4,231,1#电容器保护_YX00231,MCPR_810Hb_CH_IEC104_V1.01.01_过压跳闸投退,195H,195H,0,0,1,0,0,,4,202,0
1,1,4,232,1#电容器保护_YX00232,MCPR_810Hb_CH_IEC104_V1.01.01_失压跳闸投退,196H,196H,0,0,1,0,0,,4,202,0
1,1,4,233,1#电容器保护_YX00233,MCPR_810Hb_CH_IEC104_V1.01.01_失压电流闭锁投退,197H,197H,0,0,1,0,0,,4,202,0
1,1,4,234,1#电容器保护_YX00234,MCPR_810Hb_CH_IEC104_V1.01.01_重瓦斯跳闸投退,198H,198H,0,0,1,0,0,,4,202,0
1,1,4,235,1#电容器保护_YX00235,MCPR_810Hb_CH_IEC104_V1.01.01_轻瓦斯告警投退,199H,199H,0,0,1,0,0,,4,202,0
1,1,4,236,1#电容器保护_YX00236,MCPR_810Hb_CH_IEC104_V1.01.01_超温跳闸投退,19AH,19AH,0,0,1,0,0,,4,202,0
1,1,4,237,1#电容器保护_YX00237,MCPR_810Hb_CH_IEC104_V1.01.01_温度告警投退,19BH,19BH,0,0,1,0,0,,4,202,0
1,1,4,238,1#电容器保护_YX00238,MCPR_810Hb_CH_IEC104_V1.01.01_非电量1保护投退,19CH,19CH,0,0,1,0,0,,4,202,0
1,1,4,239,1#电容器保护_YX00239,MCPR_810Hb_CH_IEC104_V1.01.01_非电量2保护投退,19DH,19DH,0,0,1,0,0,,4,202,0
1,1,4,240,1#电容器保护_YX00240,MCPR_810Hb_CH_IEC104_V1.01.01_PT断线告警投退,19EH,19EH,0,0,1,0,0,,4,202,0
1,1,4,241,1#电容器保护_YX00241,MCPR_810Hb_CH_IEC104_V1.01.01_PT断线闭锁投退,19FH,19FH,0,0,1,0,0,,4,202,0
1,1,4,242,1#电容器保护_YX00242,MCPR_810Hb_CH_IEC104_V1.01.01_不平衡电压跳闸投退,1A0H,1A0H,0,0,1,0,0,,4,202,0
1,1,4,243,1#电容器保护_YX00243,MCPR_810Hb_CH_IEC104_V1.01.01_不平衡电流跳闸投退,1A1H,1A1H,0,0,1,0,0,,4,202,0
1,1,4,244,1#电容器保护_YX00244,MCPR_810Hb_CH_IEC104_V1.01.01_备用投退,1A2H,1A2H,0,0,0,0,0,,4,202,0
1,1,4,245,1#电容器保护_YX00245,MCPR_810Hb_CH_IEC104_V1.01.01_备用投退,1A3H,1A3H,0,0,0,0,0,,4,202,0
1,1,4,246,1#电容器保护_YX00246,MCPR_810Hb_CH_IEC104_V1.01.01_备用投退,1A4H,1A4H,0,0,0,0,0,,4,202,0
1,1,4,247,1#电容器保护_YX00247,MCPR_810Hb_CH_IEC104_V1.01.01_备用投退,1A5H,1A5H,0,0,0,0,0,,4,202,0
1,1,5,248,1#PT柜_YX00248,MPTS_810Hb_IEC104_V1.01.01_手动并列启动,1H,1H,0,0,0,0,0,,4,202,0
1,1,5,249,1#PT柜_YX00249,MPTS_810Hb_IEC104_V1.01.01_分段开关位置,2H,2H,0,0,0,0,0,,4,202,0
1,1,5,250,1#PT柜_YX00250,MPTS_810Hb_IEC104_V1.01.01_Ⅰ段PT刀闸位置,3H,3H,0,0,0,0,0,,4,202,0
1,1,5,251,1#PT柜_YX00251,MPTS_810Hb_IEC104_V1.01.01_Ⅱ段PT刀闸位置,4H,4H,0,0,0,0,0,,4,202,0
1,1,5,252,1#PT柜_YX00252,MPTS_810Hb_IEC104_V1.01.01_遥控并列允许,5H,5H,0,0,0,0,0,,4,202,0
1,1,5,253,1#PT柜_YX00253,MPTS_810Hb_IEC104_V1.01.01_遥控解列输入,6H,6H,0,0,0,0,0,,4,202,0
1,1,5,254,1#PT柜_YX00254,MPTS_810Hb_IEC104_V1.01.01_遥控并列输入,7H,7H,0,0,0,0,0,,4,202,0
1,1,5,255,1#PT柜_YX00255,MPTS_810Hb_IEC104_V1.01.01_自动并列允许,8H,8H,0,0,0,0,0,,4,202,0
1,1,5,256,1#PT柜_YX00256,MPTS_810Hb_IEC104_V1.01.01_开入9,9H,9H,0,0,0,0,0,,4,202,0
1,1,5,257,1#PT柜_YX00257,MPTS_810Hb_IEC104_V1.01.01_开入10,AH,AH,0,0,0,0,0,,4,202,0
1,1,5,258,1#PT柜_YX00258,MPTS_810Hb_IEC104_V1.01.01_开入11,BH,BH,0,0,0,0,0,,4,202,0
1,1,5,259,1#PT柜_YX00259,MPTS_810Hb_IEC104_V1.01.01_开入12,CH,CH,0,0,0,0,0,,4,202,0
1,1,5,260,1#PT柜_YX00260,MPTS_810Hb_IEC104_V1.01.01_PT切换动作,C8H,C8H,0,0,5,0,0,,4,202,0
1,1,5,261,1#PT柜_YX00261,MPTS_810Hb_IEC104_V1.01.01_Ⅰ段母线过压告警,C9H,C9H,0,0,5,0,0,,4,202,0
1,1,5,262,1#PT柜_YX00262,MPTS_810Hb_IEC104_V1.01.01_Ⅱ段母线过压告警,CAH,CAH,0,0,5,0,0,,4,202,0
1,1,5,263,1#PT柜_YX00263,MPTS_810Hb_IEC104_V1.01.01_Ⅰ段母线欠压告警,CBH,CBH,0,0,5,0,0,,4,202,0
1,1,5,264,1#PT柜_YX00264,MPTS_810Hb_IEC104_V1.01.01_Ⅱ段母线欠压告警,CCH,CCH,0,0,5,0,0,,4,202,0
1,1,5,265,1#PT柜_YX00265,MPTS_810Hb_IEC104_V1.01.01_Ⅰ段母线接地告警,CDH,CDH,0,0,5,0,0,,4,202,0
1,1,5,266,1#PT柜_YX00266,MPTS_810Hb_IEC104_V1.01.01_Ⅱ段母线接地告警,CEH,CEH,0,0,5,0,0,,4,202,0
1,1,5,267,1#PT柜_YX00267,MPTS_810Hb_IEC104_V1.01.01_Ⅰ段PT断线告警,CFH,CFH,0,0,5,0,0,,4,202,0
1,1,5,268,1#PT柜_YX00268,MPTS_810Hb_IEC104_V1.01.01_Ⅱ段PT断线告警,D0H,D0H,0,0,5,0,0,,4,202,0
1,1,5,269,1#PT柜_YX00269,MPTS_810Hb_IEC104_V1.01.01_备用,D1H,D1H,0,0,0,0,0,,4,202,0
1,1,5,270,1#PT柜_YX00270,MPTS_810Hb_IEC104_V1.01.01_备用,D2H,D2H,0,0,0,0,0,,4,202,0
1,1,5,271,1#PT柜_YX00271,MPTS_810Hb_IEC104_V1.01.01_备用,D3H,D3H,0,0,0,0,0,,4,202,0
1,1,5,272,1#PT柜_YX00272,MPTS_810Hb_IEC104_V1.01.01_备用,D4H,D4H,0,0,0,0,0,,4,202,0
1,1,5,273,1#PT柜_YX00273,MPTS_810Hb_IEC104_V1.01.01_备用,D5H,D5H,0,0,0,0,0,,4,202,0
1,1,5,274,1#PT柜_YX00274,MPTS_810Hb_IEC104_V1.01.01_事故总信号,D6H,D6H,0,0,3,0,0,,4,202,0
1,1,5,275,1#PT柜_YX00275,MPTS_810Hb_IEC104_V1.01.01_预告总信号,D7H,D7H,0,0,4,0,0,,4,202,0
1,1,5,276,1#PT柜_YX00276,MPTS_810Hb_IEC104_V1.01.01_PT并列投退,190H,190H,0,0,1,0,0,,4,202,0
1,1,5,277,1#PT柜_YX00277,MPTS_810Hb_IEC104_V1.01.01_手动并列投退,191H,191H,0,0,1,0,0,,4,202,0
1,1,5,278,1#PT柜_YX00278,MPTS_810Hb_IEC104_V1.01.01_手动并列经PT刀闸,192H,192H,0,0,1,0,0,,4,202,0
1,1,5,279,1#PT柜_YX00279,MPTS_810Hb_IEC104_V1.01.01_自动并列投退,193H,193H,0,0,1,0,0,,4,202,0
1,1,5,280,1#PT柜_YX00280,MPTS_810Hb_IEC104_V1.01.01_自动并列经PT刀闸,194H,194H,0,0,1,0,0,,4,202,0
1,1,5,281,1#PT柜_YX00281,MPTS_810Hb_IEC104_V1.01.01_遥控并列投退,195H,195H,0,0,1,0,0,,4,202,0
1,1,5,282,1#PT柜_YX00282,MPTS_810Hb_IEC104_V1.01.01_遥控并列方式,196H,196H,0,0,1,0,0,,4,202,0
1,1,5,283,1#PT柜_YX00283,MPTS_810Hb_IEC104_V1.01.01_遥控并列经PT刀闸,197H,197H,0,0,1,0,0,,4,202,0
1,1,5,284,1#PT柜_YX00284,MPTS_810Hb_IEC104_V1.01.01_I段过电压告警投退,198H,198H,0,0,1,0,0,,4,202,0
1,1,5,285,1#PT柜_YX00285,MPTS_810Hb_IEC104_V1.01.01_Ⅰ段低电压告警投退,199H,199H,0,0,1,0,0,,4,202,0
1,1,5,286,1#PT柜_YX00286,MPTS_810Hb_IEC104_V1.01.01_Ⅱ段过电压告警投退,19AH,19AH,0,0,1,0,0,,4,202,0
1,1,5,287,1#PT柜_YX00287,MPTS_810Hb_IEC104_V1.01.01_Ⅱ段低电压告警投退,19BH,19BH,0,0,1,0,0,,4,202,0
1,1,5,288,1#PT柜_YX00288,MPTS_810Hb_IEC104_V1.01.01_Ⅰ段接地告警投退,19CH,19CH,0,0,1,0,0,,4,202,0
1,1,5,289,1#PT柜_YX00289,MPTS_810Hb_IEC104_V1.01.01_Ⅱ段接地告警投退,19DH,19DH,0,0,1,0,0,,4,202,0
1,1,5,290,1#PT柜_YX00290,MPTS_810Hb_IEC104_V1.01.01_Ⅰ段PT断线告警投退,19EH,19EH,0,0,1,0,0,,4,202,0
1,1,5,291,1#PT柜_YX00291,MPTS_810Hb_IEC104_V1.01.01_Ⅱ段PT断线告警投退,19FH,19FH,0,0,1,0,0,,4,202,0
1,1,6,292,1#馈线保护1_YX00292,MLPR_810Hb_CH_IEC104_V1.02.01_断路器位置遥信,1H,1H,0,0,1,0,0,,4,202,0
1,1,6,293,1#馈线保护1_YX00293,MLPR_810Hb_CH_IEC104_V1.02.01_小车工作位置遥信,2H,2H,0,0,34,0,0,,4,202,0
1,1,6,294,1#馈线保护1_YX00294,MLPR_810Hb_CH_IEC104_V1.02.01_小车试验位置遥信,3H,3H,0,0,35,0,0,,4,202,0
1,1,6,295,1#馈线保护1_YX00295,MLPR_810Hb_CH_IEC104_V1.02.01_接地刀位置遥信,4H,4H,0,0,0,0,0,,4,202,0
1,1,6,296,1#馈线保护1_YX00296,MLPR_810Hb_CH_IEC104_V1.02.01_弹簧未储能遥信,5H,5H,0,0,0,0,0,,4,202,0
1,1,6,297,1#馈线保护1_YX00297,MLPR_810Hb_CH_IEC104_V1.02.01_开入6遥信,6H,6H,0,0,0,0,0,,4,202,0
1,1,6,298,1#馈线保护1_YX00298,MLPR_810Hb_CH_IEC104_V1.02.01_开入7遥信,7H,7H,0,0,0,0,0,,4,202,0
1,1,6,299,1#馈线保护1_YX00299,MLPR_810Hb_CH_IEC104_V1.02.01_闭锁重合闸遥信,8H,8H,0,0,0,0,0,,4,202,0
1,1,6,300,1#馈线保护1_YX00300,MLPR_810Hb_CH_IEC104_V1.02.01_开入9遥信,9H,9H,0,0,0,0,0,,4,202,0
1,1,6,301,1#馈线保护1_YX00301,MLPR_810Hb_CH_IEC104_V1.02.01_开入10遥信,AH,AH,0,0,0,0,0,,4,202,0
1,1,6,302,1#馈线保护1_YX00302,MLPR_810Hb_CH_IEC104_V1.02.01_开入11遥信,BH,BH,0,0,0,0,0,,4,202,0
1,1,6,303,1#馈线保护1_YX00303,MLPR_810Hb_CH_IEC104_V1.02.01_手合检同期启动遥信,CH,CH,0,0,0,0,0,,4,202,0
1,1,6,304,1#馈线保护1_YX00304,MLPR_810Hb_CH_IEC104_V1.02.01_手跳开入遥信,DH,DH,0,0,0,0,0,,4,202,0
1,1,6,305,1#馈线保护1_YX00305,MLPR_810Hb_CH_IEC104_V1.02.01_手合开入遥信,EH,EH,0,0,0,0,0,,4,202,0
1,1,6,306,1#馈线保护1_YX00306,MLPR_810Hb_CH_IEC104_V1.02.01_操作回路遥信,FH,FH,0,0,0,0,0,,4,202,0
1,1,6,307,1#馈线保护1_YX00307,MLPR_810Hb_CH_IEC104_V1.02.01_速断保护跳闸,C8H,C8H,0,0,5,0,0,,4,202,0
1,1,6,308,1#馈线保护1_YX00308,MLPR_810Hb_CH_IEC104_V1.02.01_限时速断保护跳闸,C9H,C9H,0,0,5,0,0,,4,202,0
1,1,6,309,1#馈线保护1_YX00309,MLPR_810Hb_CH_IEC104_V1.02.01_过电流保护跳闸,CAH,CAH,0,0,5,0,0,,4,202,0
1,1,6,310,1#馈线保护1_YX00310,MLPR_810Hb_CH_IEC104_V1.02.01_反时限过流,CBH,CBH,0,0,5,0,0,,4,202,0
1,1,6,311,1#馈线保护1_YX00311,MLPR_810Hb_CH_IEC104_V1.02.01_零序过流I段跳闸,CCH,CCH,0,0,5,0,0,,4,202,0
1,1,6,312,1#馈线保护1_YX00312,MLPR_810Hb_CH_IEC104_V1.02.01_零序过流Ⅱ段跳闸,CDH,CDH,0,0,5,0,0,,4,202,0
1,1,6,313,1#馈线保护1_YX00313,MLPR_810Hb_CH_IEC104_V1.02.01_零序过流Ⅲ段告警,CEH,CEH,0,0,5,0,0,,4,202,0
1,1,6,314,1#馈线保护1_YX00314,MLPR_810Hb_CH_IEC104_V1.02.01_零序过流Ⅲ段跳闸,CFH,CFH,0,0,5,0,0,,4,202,0
1,1,6,315,1#馈线保护1_YX00315,MLPR_810Hb_CH_IEC104_V1.02.01_零序过压告警,D0H,D0H,0,0,5,0,0,,4,202,0
1,1,6,316,1#馈线保护1_YX00316,MLPR_810Hb_CH_IEC104_V1.02.01_零序过压跳闸,D1H,D1H,0,0,5,0,0,,4,202,0
1,1,6,317,1#馈线保护1_YX00317,MLPR_810Hb_CH_IEC104_V1.02.01_过负荷告警,D2H,D2H,0,0,5,0,0,,4,202,0
1,1,6,318,1#馈线保护1_YX00318,MLPR_810Hb_CH_IEC104_V1.02.01_过负荷跳闸,D3H,D3H,0,0,5,0,0,,4,202,0
1,1,6,319,1#馈线保护1_YX00319,MLPR_810Hb_CH_IEC104_V1.02.01_低电压跳闸,D4H,D4H,0,0,5,0,0,,4,202,0
1,1,6,320,1#馈线保护1_YX00320,MLPR_810Hb_CH_IEC104_V1.02.01_低频减载跳闸,D5H,D5H,0,0,5,0,0,,4,202,0
1,1,6,321,1#馈线保护1_YX00321,MLPR_810Hb_CH_IEC104_V1.02.01_重合闸,D6H,D6H,0,0,5,0,0,,4,202,0
1,1,6,322,1#馈线保护1_YX00322,MLPR_810Hb_CH_IEC104_V1.02.01_重合闸失败,D7H,D7H,0,0,5,0,0,,4,202,0
1,1,6,323,1#馈线保护1_YX00323,MLPR_810Hb_CH_IEC104_V1.02.01_过流后加速跳闸,D8H,D8H,0,0,5,0,0,,4,202,0
1,1,6,324,1#馈线保护1_YX00324,MLPR_810Hb_CH_IEC104_V1.02.01_零序过流后加速跳闸,D9H,D9H,0,0,5,0,0,,4,202,0
1,1,6,325,1#馈线保护1_YX00325,MLPR_810Hb_CH_IEC104_V1.02.01_PT断线告警,DAH,DAH,0,0,5,0,0,,4,202,0
1,1,6,326,1#馈线保护1_YX00326,MLPR_810Hb_CH_IEC104_V1.02.01_非电量1跳闸,DBH,DBH,0,0,5,0,0,,4,202,0
1,1,6,327,1#馈线保护1_YX00327,MLPR_810Hb_CH_IEC104_V1.02.01_非电量2跳闸,DCH,DCH,0,0,5,0,0,,4,202,0
1,1,6,328,1#馈线保护1_YX00328,MLPR_810Hb_CH_IEC104_V1.02.01_母充保护跳闸,DDH,DDH,0,0,5,0,0,,4,202,0
1,1,6,329,1#馈线保护1_YX00329,MLPR_810Hb_CH_IEC104_V1.02.01_同期成功,DEH,DEH,0,0,5,0,0,,4,202,0
1,1,6,330,1#馈线保护1_YX00330,MLPR_810Hb_CH_IEC104_V1.02.01_同期失败,DFH,DFH,0,0,5,0,0,,4,202,0
1,1,6,331,1#馈线保护1_YX00331,MLPR_810Hb_CH_IEC104_V1.02.01_逆功率跳闸,E0H,E0H,0,0,5,0,0,,4,202,0
1,1,6,332,1#馈线保护1_YX00332,MLPR_810Hb_CH_IEC104_V1.02.01_备用,E1H,E1H,0,0,0,0,0,,4,202,0
1,1,6,333,1#馈线保护1_YX00333,MLPR_810Hb_CH_IEC104_V1.02.01_备用,E2H,E2H,0,0,0,0,0,,4,202,0
1,1,6,334,1#馈线保护1_YX00334,MLPR_810Hb_CH_IEC104_V1.02.01_备用,E3H,E3H,0,0,0,0,0,,4,202,0
1,1,6,335,1#馈线保护1_YX00335,MLPR_810Hb_CH_IEC104_V1.02.01_备用,E4H,E4H,0,0,0,0,0,,4,202,0
1,1,6,336,1#馈线保护1_YX00336,MLPR_810Hb_CH_IEC104_V1.02.01_备用,E5H,E5H,0,0,0,0,0,,4,202,0
1,1,6,337,1#馈线保护1_YX00337,MLPR_810Hb_CH_IEC104_V1.02.01_事故总信号,E6H,E6H,0,0,3,0,0,,4,202,0
1,1,6,338,1#馈线保护1_YX00338,MLPR_810Hb_CH_IEC104_V1.02.01_预告总信号,E7H,E7H,0,0,4,0,0,,4,202,0
1,1,6,339,1#馈线保护1_YX00339,MLPR_810Hb_CH_IEC104_V1.02.01_速断保护投退,190H,190H,0,0,1,0,0,,4,202,0
1,1,6,340,1#馈线保护1_YX00340,MLPR_810Hb_CH_IEC104_V1.02.01_限时速断保护投退,191H,191H,0,0,1,0,0,,4,202,0
1,1,6,341,1#馈线保护1_YX00341,MLPR_810Hb_CH_IEC104_V1.02.01_过电流保护投退,192H,192H,0,0,1,0,0,,4,202,0
1,1,6,342,1#馈线保护1_YX00342,MLPR_810Hb_CH_IEC104_V1.02.01_速断方向投退,193H,193H,0,0,1,0,0,,4,202,0
1,1,6,343,1#馈线保护1_YX00343,MLPR_810Hb_CH_IEC104_V1.02.01_限时速断方向投退,194H,194H,0,0,1,0,0,,4,202,0
1,1,6,344,1#馈线保护1_YX00344,MLPR_810Hb_CH_IEC104_V1.02.01_过电流方向投退,195H,195H,0,0,1,0,0,,4,202,0
1,1,6,345,1#馈线保护1_YX00345,MLPR_810Hb_CH_IEC104_V1.02.01_过电流反方向投退,196H,196H,0,0,1,0,0,,4,202,0
1,1,6,346,1#馈线保护1_YX00346,MLPR_810Hb_CH_IEC104_V1.02.01_速断复压闭锁投退,197H,197H,0,0,1,0,0,,4,202,0
1,1,6,347,1#馈线保护1_YX00347,MLPR_810Hb_CH_IEC104_V1.02.01_限时速断复压闭锁投退,198H,198H,0,0,1,0,0,,4,202,0
1,1,6,348,1#馈线保护1_YX00348,MLPR_810Hb_CH_IEC104_V1.02.01_过电流复压闭锁投退,199H,199H,0,0,1,0,0,,4,202,0
1,1,6,349,1#馈线保护1_YX00349,MLPR_810Hb_CH_IEC104_V1.02.01_反时限过流投退,19AH,19AH,0,0,1,0,0,,4,202,0
1,1,6,350,1#馈线保护1_YX00350,MLPR_810Hb_CH_IEC104_V1.02.01_零序过流I段投退,19BH,19BH,0,0,1,0,0,,4,202,0
1,1,6,351,1#馈线保护1_YX00351,MLPR_810Hb_CH_IEC104_V1.02.01_零序过流II段投退,19CH,19CH,0,0,1,0,0,,4,202,0
1,1,6,352,1#馈线保护1_YX00352,MLPR_810Hb_CH_IEC104_V1.02.01_零序过流III段告警投退,19DH,19DH,0,0,1,0,0,,4,202,0
